Date,Prior,Open,High,Low,Close,Change,%Change,Average,Bid,Offer,AOM Volume (k.Shares),AOM Value (M.Baht),TR Volume (k.Shares),TR Value (M.Baht),Total Volume (k.Shares),Total Value (M.Baht),NVDR Buy Value (M.Baht),NVDR Sell Value (M.Baht),NVDR Net Value (M.Baht),P/E,PEG,P/BV,BVPS (Baht),%Dividend Yield,%12M Dividend Yield,Market Cap. (M.Baht),%Volume Turnover,ROI,Beta,Par (Baht),Listed Shares,Trading Sign,Benefit Sign
17/8/2018,144,144.5,145,144,144,0,0,144.4910821,144,144.5,3420.1,494.17395,37.75,4.8924,3458.122,499.1055085,75.767,119.1982,-43.4312,11.49,-,1.31,109.73,3.819999933,-,488947.08,0.100000001,-,-,10,3395465833,-,-
16/8/2018,144.5,144,144.5,142.5,144,-0.5,-0.346020761,143.7758553,143.5,144,6834.2,982.59295,-,-,6834.519,982.638796,188.09755,480.07945,-291.9819,11.49,-,1.31,109.73,3.819999933,-,488947.08,0.200000003,-,-,10,3395465833,-,-
15/8/2018,143.5,143,145,141.5,144.5,1,0.696864111,143.1171185,144,144.5,7684.1,1099.72625,1339.2,191.4335059,9023.802,1291.231599,226.708578,456.8604559,-230.1518779,11.53,-,1.32,109.73,3.809999943,-,490644.8129,0.270000011,-,-,10,3395465833,-,-
14/8/2018,145.5,143.5,144.5,143,143.5,-2,-1.374570447,143.7660398,143.5,144,7055.9,1014.3988,664.8,95.59089544,7720.968,1110.028197,334.5112984,461.3371454,-126.825847,11.45,-,1.31,109.73,3.829999924,-,487249.347,0.230000004,-,-,10,3395465833,-,-
10/8/2018,147.5,146.5,146.5,145,145.5,-2,-1.355932203,145.7949404,145.5,146,8014.5,1168.47355,1796.8,261.9277677,9811.841,1430.480014,188.682111,342.79588,-154.113769,11.61,-,1.33,109.73,3.779999971,-,494040.2787,0.289999992,-,-,10,3395465833,-,-
9/8/2018,143,143,147.5,143,147.5,4.5,3.146853147,145.9480617,147,147.5,18838.7,2749.47175,-,-,18841.036,2749.812034,319.7606005,249.5270845,70.233516,11.77,-,1.34,109.73,3.730000019,-,500831.2104,0.560000002,-,-,10,3395465833,-,-
8/8/2018,143,142.5,143,142,143,0,0,142.6455317,142.5,143,6182.5,881.906,-,-,6182.934,881.9677815,206.8818475,266.6378,-59.7559525,11.41,-,1.3,109.73,3.849999905,-,485551.6141,0.180000007,-,-,10,3395465833,-,-
7/8/2018,141.5,142.5,143,139,143,1.5,1.060070671,141.5655608,142,143,10818.2,1531.48455,-,-,10819,1531.597847,223.43915,189.7145,33.72465,11.41,-,1.3,109.73,3.849999905,-,485551.6141,0.319999993,-,-,10,3395465833,-,-
6/8/2018,141.5,142,143,141.5,141.5,0,0,142.294566,141.5,142,10292.6,1464.58105,873.804,124.953972,11166.789,1589.589759,322.771022,172.5394,150.231622,11.29,-,1.29,109.73,3.890000105,-,480458.4154,0.330000013,-,-,10,3395465833,-,-
3/8/2018,141,140,141.5,137.5,141.5,0.5,0.354609929,139.8425684,141,141.5,12954.2,1811.5486,-,-,12954.969,1811.656165,364.8639,397.1495895,-32.2856895,11.29,-,1.29,109.73,3.890000105,-,480458.4154,0.379999995,-,-,10,3395465833,-,-
2/8/2018,141,141,141.5,139,141,0,0,140.6803457,140.5,141,14480.8,2037.16395,52,7.291,14533.436,2044.544298,183.29991,328.9243,-145.62439,11.25,-,1.28,109.73,3.900000095,-,478760.6825,0.430000007,-,-,10,3395465833,-,-
1/8/2018,140,140.5,142,140,141,1,0.714285714,141.0702262,140.5,141,12006.2,1693.71735,-,-,12006.898,1693.815346,280.844072,378.573258,-97.729186,11.25,-,1.28,109.73,3.900000095,-,478760.6825,0.349999994,-,-,10,3395465833,-,-
31/7/2018,136.5,137.5,140,137.5,140,3.5,2.564102564,138.9808355,139.5,140,17545.5,2438.48825,370,51.245,17916.341,2489.849716,893.4593,1055.836598,-162.3772975,11.17,-,1.28,109.73,3.930000067,-,475365.2166,0.529999971,-,-,10,3395465833,-,-
26/7/2018,133,134.5,137,134.5,136.5,3.5,2.631578947,135.6282599,136,136.5,11725.8,1590.34985,20.8,2.8392,11747.253,1593.277407,629.546149,395.622616,233.923533,10.89,-,1.24,109.73,4.03000021,-,463481.0862,0.349999994,-,-,10,3395465833,-,-
25/7/2018,131.5,132,134,132,133,1.5,1.140684411,133.0473153,133,133.5,6827.6,908.39385,-,-,6828.049,908.4536055,268.9187,171.2945,97.6242,10.61,-,1.21,109.73,4.139999866,-,451596.9558,0.200000003,-,-,10,3395465833,-,-
24/7/2018,132,132.5,132.5,131,131.5,-0.5,-0.378787879,131.7091971,131.5,132,6598.8,869.12265,20,2.63,6619.311,871.819876,254.4013,278.9165,-24.5152,10.49,-,1.2,109.73,4.179999828,-,446503.757,0.200000003,-,-,10,3395465833,-,-
23/7/2018,132,131.5,133,130.5,132,0,0,131.8119407,131.5,132,8515.4,1122.4314,47,6.204,8562.814,1128.689844,254.07125,284.2185,-30.14725,10.53,-,1.2,109.73,4.170000076,-,448201.49,0.25999999,-,-,10,3395465833,-,-
20/7/2018,126.5,129,132,128.5,132,5.5,4.347826087,131.048078,131.5,132,14013.7,1836.46845,96,12.48,14110.475,1849.04985,415.2863,306.437384,108.848916,10.53,-,1.2,109.73,4.170000076,-,448201.49,0.419999987,-,-,10,3395465833,-,-
19/7/2018,125,126,128,125.5,126.5,1.5,1.2,126.8563291,126.5,127,7943.5,1007.68325,24,3.036,7967.849,1010.763487,149.2547705,162.04745,-12.7926795,10.09,-,1.15,109.73,4.349999905,-,429526.4279,0.230000004,-,-,10,3395465833,-,-
18/7/2018,123,124,125.5,123,125,2,1.62601626,124.3474281,125,125.5,12619.3,1569.1775,1005.7,125.1116948,13625.557,1694.358521,360.337383,193.5279,166.809483,9.97,-,1.14,109.73,4.400000095,-,424433.2291,0.400000006,-,-,10,3395465833,-,-
17/7/2018,122,122,123.5,121,123,1,0.819672131,122.5507212,123,123.5,10669.1,1307.5059,7.8,0.9594,10677.308,1308.51533,381.6192925,131.4881,250.1311925,9.81,-,1.12,109.73,4.46999979,-,417642.2975,0.310000002,-,-,10,3395465833,-,-
16/7/2018,124.5,123.5,124.5,121.5,122,-2.5,-2.008032129,122.732477,122,122.5,6002.1,736.6526,7.7,0.9394,6010.521,737.68046,222.108125,133.84925,88.258875,9.73,-,1.11,109.73,4.510000229,-,414246.8316,0.180000007,-,-,10,3395465833,-,-
13/7/2018,124,125.5,125.5,123,124.5,0.5,0.403225806,124.3226264,124,124.5,7406.4,920.7831,-,-,7406.914,920.8469795,305.2318575,181.652,123.5798575,9.93,-,1.13,109.73,4.420000076,-,422735.4962,0.219999999,-,-,10,3395465833,-,-
12/7/2018,121.5,122,124.5,122,124,2.5,2.057613169,123.5165089,123.5,124,8904.3,1099.82805,-,-,8904.707,1099.878289,398.877905,114.29625,284.581655,9.89,-,1.13,109.73,4.440000057,-,421033.0657,0.280000001,-,-,10,3395427949,-,-
11/7/2018,123.5,122,123,121.5,121.5,-2,-1.619433198,122.052406,121.5,122,8202.3,1001.11045,31.4,3.8151,8234.187,1004.985097,227.13495,255.79585,-28.6609,9.69,-,1.11,109.73,4.53000021,-,412544.4958,0.25,-,-,10,3395427949,-,-
10/7/2018,123,122.5,124,122,123.5,0.5,0.406504065,122.9691052,123,123.5,7645.3,940.1357,-,-,7645.829,940.200682,246.51665,131.0664425,115.4502075,9.85,-,1.13,109.73,4.449999809,-,419335.3517,0.230000004,-,-,10,3395427949,-,-
9/7/2018,125,126,126,121.5,123,-2,-1.6,123.539185,123,123.5,9659.3,1193.30205,-,-,9660.062,1193.396514,157.66245,206.92775,-49.2653,9.81,-,1.12,109.73,4.46999979,-,417637.6377,0.280000001,-,-,10,3395427949,-,-
6/7/2018,122.5,123,125.5,122,125,2.5,2.040816327,124.1193554,125,125.5,7806.1,968.8881,24,3,7830.321,971.9156255,296.13875,166.53635,129.6024,9.97,-,1.14,109.73,4.400000095,-,424428.4936,0.230000004,-,-,10,3395427949,-,-
5/7/2018,125,125,125.5,121,122.5,-2.5,-2,123.1053009,122,122.5,12413,1528.1061,-,-,12414.125,1528.244502,446.40805,349.4187,96.98935,9.77,-,1.12,109.73,4.489999771,-,415939.9238,0.370000005,-,-,10,3395427949,-,-
4/7/2018,122,122.5,125,120.5,125,3,2.459016393,123.6926544,124.5,125,14676.8,1815.41235,250,30.4375,14927.854,1845.979758,886.315,390.5507785,495.7642215,9.97,-,1.14,109.73,4.400000095,-,424428.4936,0.439999998,-,-,10,3395427949,-,-
3/7/2018,120.5,121,123,121,122,1.5,1.244813278,121.9905213,122,122.5,12907.9,1574.64145,-,-,12908.469,1574.710944,761.05485,204.334025,556.720825,9.73,-,1.11,109.73,4.510000229,-,414242.2098,0.379999995,-,-,10,3395427949,-,-
2/7/2018,118.5,121.5,122,119.5,120.5,2,1.687763713,120.4955365,120,120.5,9443.3,1137.8755,-,-,9443.966,1137.955769,492.96415,182.78895,310.1752,9.61,-,1.1,109.73,4.559999943,-,409149.0679,0.280000001,-,-,10,3395427949,-,-
29/6/2018,117.5,119.5,120,117,118.5,1,0.85106383,118.5390842,118.5,119,13472.2,1596.98225,-,-,13473.275,1597.110131,679.902742,223.7616115,456.1411305,9.45,-,1.08,109.73,4.639999866,-,402358.212,0.400000006,-,-,10,3395427949,-,-
28/6/2018,123,122,122.5,117.5,117.5,-5.5,-4.471544715,119.6692912,117.5,118,20187.7,2415.84775,25.9,3.04325,20215.706,2419.143937,601.7257,286.03615,315.68955,9.37,-,1.07,109.73,4.679999828,-,398962.784,0.600000024,-,-,10,3395427949,-,-
27/6/2018,124.5,125,126,122.5,123,-1.5,-1.204819277,124.3191343,123,123.5,9582.8,1191.3254,-,-,9583.666,1191.433238,423.08045,313.2003735,109.8800765,9.81,-,1.12,109.73,4.46999979,-,417637.6377,0.280000001,-,-,10,3395427949,-,-
26/6/2018,124,123,125.5,123,124.5,0.5,0.403225806,124.3049566,124.5,125,8445.3,1049.79265,1845.4,229.5648,10291.098,1279.407037,653.318972,258.9596,394.359372,9.93,-,1.13,109.73,4.420000076,-,422730.7797,0.300000012,-,-,10,3395427949,-,-
25/6/2018,128.5,127,127.5,123,124,-4.5,-3.501945525,124.6088606,123.5,124,19107,2380.9015,191,23.638924,19300.521,2404.854943,469.139079,338.8837725,130.2553065,9.89,-,1.13,109.73,4.440000057,-,421033.0657,0.660000026,-,-,10,3395427949,-,-
22/6/2018,129.5,130,130.5,128,128.5,-1,-0.772200772,128.9894739,128.5,129,7386.4,952.76785,-,-,7387.335,952.88874,235.90274,302.4212,-66.51846,10.25,-,1.17,109.73,4.28000021,-,436312.4914,0.219999999,-,-,10,3395427949,-,-
